79.0,12.0,4.0,6.0,201.0,1227.81,0.07,13.73,89.42,16858.82,0.41,936.6,14.0,78.0,2.0,0.0,17.0,52.0,117.0,84.0,23.0,b'true'
57.0,9.0,1.0,7.0,213.0,1318.43,0.03,29.27,45.05,38588.27,0.44,2143.79,6.0,7.0,6.0,0.0,32.0,41.0,138.0,75.0,15.0,b'true'
49.0,7.0,1.0,5.0,229.0,1341.48,0.07,13.6,98.6,18250.34,0.45,1013.91,6.0,4.0,3.0,0.0,15.0,43.0,151.0,78.0,13.0,b'true'
58.0,10.0,5.0,1.0,187.0,1038.71,0.03,33.52,30.99,34816.7,0.35,1934.26,6.0,6.0,9.0,0.0,21.0,26.0,104.0,83.0,19.0,b'true'
28.0,3.0,1.0,3.0,148.0,835.29,0.05,18.67,44.75,15592.09,0.28,866.23,2.0,11.0,40.0,0.0,20.0,30.0,92.0,56.0,5.0,b'true'
14.0,3.0,3.0,2.0,46.0,218.72,0.07,13.82,15.83,3022.38,0.07,167.91,3.0,4.0,12.0,0.0,16.0,11.0,27.0,19.0,5.0,b'false'
29.0,4.0,3.0,3.0,133.0,768.92,0.05,19.35,39.73,14882.34,0.26,826.8,4.0,21.0,14.0,0.0,24.0,31.0,83.0,50.0,7.0,b'false'
104.0,18.0,13.0,7.0,372.0,2414.97,0.02,41.38,58.36,99929.77,0.8,5551.65,5.0,70.0,38.0,0.0,32.0,58.0,222.0,150.0,35.0,b'false'
68.0,12.0,5.0,7.0,187.0,1130.3,0.05,21.71,52.05,24543.69,0.38,1363.54,4.0,58.0,39.0,0.0,24.0,42.0,111.0,76.0,23.0,b'false'
7.0,1.0,1.0,1.0,7.0,18.09,0.5,2.0,9.05,36.19,0.01,2.0,1.0,0.0,2.0,0.0,4.0,2.0,5.0,2.0,1.0,b'false'
21.0,4.0,1.0,4.0,104.0,567.78,0.06,17.86,31.79,10140.57,0.19,563.36,4.0,16.0,19.0,0.0,19.0,25.0,57.0,47.0,7.0,b'false'
10.0,2.0,1.0,1.0,24.0,103.73,0.2,5.0,20.75,518.63,0.03,28.81,0.0,0.0,1.0,0.0,10.0,10.0,14.0,10.0,3.0,b'false'
19.0,3.0,1.0,3.0,74.0,366.61,0.1,9.75,37.6,3574.45,0.12,198.58,9.0,7.0,13.0,0.0,13.0,18.0,47.0,27.0,5.0,b'false'
7.0,1.0,1.0,1.0,11.0,34.87,0.29,3.5,9.96,122.04,0.01,6.78,0.0,0.0,0.0,0.0,7.0,2.0,9.0,2.0,1.0,b'false'
8.0,1.0,1.0,1.0,11.0,36.54,0.29,3.5,10.44,127.89,0.01,7.11,0.0,0.0,0.0,0.0,7.0,3.0,8.0,3.0,1.0,b'false'
8.0,1.0,1.0,1.0,11.0,36.54,0.33,3.0,12.18,109.62,0.01,6.09,0.0,0.0,0.0,0.0,6.0,4.0,7.0,4.0,1.0,b'false'
8.0,1.0,1.0,1.0,11.0,36.54,0.33,3.0,12.18,109.62,0.01,6.09,0.0,0.0,0.0,0.0,6.0,4.0,7.0,4.0,1.0,b'false'
19.0,2.0,1.0,1.0,57.0,261.33,0.09,10.58,24.71,2764.2,0.09,153.57,0.0,0.0,3.0,0.0,11.0,13.0,32.0,25.0,3.0,b'false'
10.0,2.0,1.0,1.0,23.0,87.57,0.19,5.4,16.21,472.87,0.03,26.27,1.0,6.0,6.0,0.0,9.0,5.0,17.0,6.0,3.0,b'false'
11.0,1.0,1.0,1.0,42.0,155.42,0.16,6.25,24.87,971.37,0.05,53.96,0.0,1.0,3.0,0.0,5.0,8.0,22.0,20.0,1.0,b'false'
9.0,1.0,1.0,1.0,18.0,68.53,0.2,5.0,13.71,342.66,0.02,19.04,0.0,0.0,1.0,0.0,10.0,4.0,14.0,4.0,1.0,b'false'
7.0,1.0,1.0,1.0,10.0,33.22,0.33,3.0,11.07,99.66,0.01,5.54,0.0,0.0,0.0,0.0,6.0,4.0,6.0,4.0,1.0,b'false'
8.0,1.0,1.0,1.0,46.0,191.82,0.14,7.0,27.4,1342.72,0.06,74.6,0.0,1.0,2.0,0.0,9.0,9.0,32.0,14.0,1.0,b'false'
15.0,2.0,1.0,1.0,42.0,178.41,0.1,9.63,18.54,1717.22,0.06,95.4,0.0,0.0,3.0,0.0,11.0,8.0,28.0,14.0,3.0,b'false'
10.0,2.0,1.0,2.0,39.0,171.3,0.09,10.56,16.21,1809.36,0.06,100.52,4.0,15.0,6.0,0.0,13.0,8.0,26.0,13.0,3.0,b'false'
6.0,1.0,1.0,1.0,9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,0.0,0.0,0.0,0.0,6.0,2.0,7.0,2.0,1.0,b'false'
44.0,6.0,1.0,6.0,152.0,886.6,0.05,18.91,46.89,16764.79,0.3,931.38,1.0,16.0,12.0,0.0,24.0,33.0,100.0,52.0,11.0,b'false'
8.0,1.0,1.0,1.0,34.0,138.97,0.16,6.19,22.46,859.9,0.05,47.77,0.0,2.0,6.0,0.0,9.0,8.0,23.0,11.0,1.0,b'false'
15.0,2.0,1.0,1.0,62.0,294.8,0.15,6.87,42.88,2026.77,0.1,112.6,0.0,0.0,0.0,0.0,11.0,16.0,42.0,20.0,3.0,b'false'
7.0,1.0,1.0,1.0,30.0,122.62,0.18,5.63,21.8,689.76,0.04,38.32,0.0,0.0,0.0,0.0,9.0,8.0,20.0,10.0,1.0,b'false'
6.0,1.0,1.0,1.0,26.0,101.58,0.17,6.0,16.93,609.47,0.03,33.86,0.0,0.0,1.0,0.0,9.0,6.0,18.0,8.0,1.0,b'false'
