loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.076655,0,0,0,0.056058,0.037228,0.075,0.12093,0.234901,0.0059,0.037879,0.0059,0.049618,0.022727,0.051724,0,0.243243,0.15,0.053097,0.060748,0,false
0.010453,0,0,0,0.004521,0.001466,0.25,0.037209,0.030042,0.000071,0,0.000071,0.007634,0,0,0,0.108108,0.008333,0.0059,0.002336,0,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.076655,0.045455,0,0.045455,0.037975,0.021679,0.05,0.187535,0.088211,0.005329,0.022727,0.00533,0.076336,0,0.017241,0,0.297297,0.05,0.045723,0.025701,0.045455,false
0.027875,0,0,0,0.018083,0.009616,0.105,0.086884,0.084533,0.001094,0.011364,0.001094,0.022901,0,0,0,0.216216,0.05,0.019174,0.016355,0,false
0.076655,0.022727,0,0.022727,0.052441,0.033582,0.07,0.128372,0.199627,0.005649,0.034091,0.005649,0.061069,0.022727,0.051724,0,0.243243,0.125,0.051622,0.053738,0.022727,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.02439,0,0,0,0.015371,0.007696,0.1,0.093023,0.063141,0.000938,0.007576,0.000938,0.015267,0,0.034483,0,0.216216,0.033333,0.017699,0.011682,0,true
0.010453,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.184669,0.113636,0,0.113636,0.119349,0.092591,0.03,0.294512,0.239925,0.035729,0.090909,0.035729,0.171756,0,0.12069,0,0.486486,0.241667,0.119469,0.119159,0.113636,false
0.006969,0.045455,0,0.022727,0.013562,0.00679,0.085,0.111628,0.04641,0.000993,0.007576,0.000993,0.003817,0,0,0,0.243243,0.025,0.016224,0.009346,0.045455,false
0.407666,0.409091,0.24,0.340909,0.243219,0.203818,0.025,0.353116,0.440485,0.094306,0.204545,0.094306,0.354962,0.045455,0.275862,0.083333,0.486486,0.383333,0.253687,0.226636,0.409091,false
0.038328,0,0,0,0.017179,0.007971,0.145,0.065116,0.093391,0.00068,0.007576,0.00068,0.030534,0,0.034483,0,0.135135,0.041667,0.017699,0.016355,0,false
0.10453,0.068182,0,0.068182,0.076854,0.053178,0.055,0.176186,0.230239,0.012283,0.05303,0.012283,0.09542,0,0.017241,0,0.324324,0.158333,0.081121,0.070093,0.068182,false
0.041812,0,0,0,0.009042,0.004003,0.21,0.044651,0.068424,0.000234,0.003788,0.000234,0.026718,0,0.017241,0,0.108108,0.041667,0.0059,0.014019,0,false
0.006969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0.132404,0.068182,0,0.068182,0.063291,0.044199,0.05,0.184558,0.182741,0.010691,0.045455,0.010691,0.087786,0.090909,0.086207,0.416667,0.351351,0.158333,0.060472,0.067757,0.068182,false
0.010453,0,0,0,0.005425,0.001959,0.25,0.037209,0.040143,0.000096,0.003788,0.000095,0,0,0,0,0.108108,0.016667,0.0059,0.004673,0,false
0.006969,0,0,0,0.000904,0,0,0,0,0,0,0,0.003817,0,0,0,0.027027,0,0.001475,0,0,false
0.010453,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0.007634,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0.04878,0.045455,0,0.045455,0.038879,0.023468,0.04,0.24186,0.07407,0.007438,0.022727,0.007438,0.049618,0,0,0,0.351351,0.058333,0.042773,0.03271,0.045455,false
0.132404,0.068182,0,0.068182,0.079566,0.053423,0.035,0.24986,0.16311,0.017497,0.05303,0.017497,0.129771,0.022727,0.034483,0,0.351351,0.125,0.084071,0.07243,0.068182,true
0.010453,0,0,0,0.004521,0.001466,0.25,0.037209,0.030042,0.000071,0,0.000071,0.007634,0,0,0,0.108108,0.008333,0.0059,0.002336,0,false
0.045296,0.045455,0,0.045455,0.026221,0.013128,0.08,0.117209,0.085466,0.002017,0.011364,0.002017,0.045802,0,0,0,0.189189,0.041667,0.029499,0.021028,0.045455,false
0.059233,0,0,0,0.037071,0.021994,0.095,0.097674,0.171812,0.002815,0.022727,0.002815,0.038168,0,0.068966,0,0.189189,0.1,0.033923,0.042056,0,false
0.006969,0,0,0,0.000904,0,0,0,0,0,0,0,0.003817,0,0,0,0.027027,0,0.001475,0,0,false
0.101045,0.045455,0,0.045455,0.06962,0.045705,0.04,0.231256,0.150834,0.013849,0.045455,0.01385,0.099237,0,0.034483,0,0.324324,0.116667,0.070796,0.067757,0.045455,true
0.101045,0,0,0,0.048825,0.013638,0.015,0.725581,0.014348,0.012968,0.015152,0.012968,0.10687,0,0,0,0.081081,0.008333,0.041298,0.060748,0,true
0.146341,0.068182,0,0.022727,0.100362,0.074598,0.05,0.179163,0.317777,0.017514,0.075758,0.017514,0.09542,0.045455,0.051724,0,0.351351,0.225,0.10472,0.093458,0.068182,false
0.027875,0,0,0,0.007233,0.003031,0.2,0.046512,0.049725,0.000185,0.003788,0.000185,0.015267,0,0.017241,0,0.135135,0.025,0.007375,0.007009,0,false
0.132404,0.181818,0.24,0.136364,0.12387,0.089443,0.025,0.40186,0.169844,0.047102,0.090909,0.047102,0.122137,0,0.017241,0,0.432432,0.166667,0.122419,0.126168,0.181818,false
0.038328,0,0,0,0.016275,0.008412,0.105,0.086884,0.073915,0.000957,0.007576,0.000957,0.022901,0,0.034483,0,0.189189,0.05,0.014749,0.018692,0,true
0.027875,0.022727,0,0.022727,0.014467,0.007477,0.105,0.089302,0.063866,0.000875,0.007576,0.000875,0.026718,0,0,0,0.216216,0.041667,0.014749,0.014019,0.022727,false
0.038328,0.022727,0,0.022727,0.037071,0.023089,0.055,0.176744,0.09971,0.005348,0.022727,0.005348,0.038168,0,0,0,0.297297,0.091667,0.032448,0.044393,0.022727,false
0.013937,0,0,0,0.008137,0.00341,0.165,0.055814,0.046618,0.000249,0.003788,0.000249,0.007634,0,0,0.083333,0.162162,0.016667,0.010324,0.004673,0,false
0.003484,0,0,0,0.018083,0.009868,0.145,0.065116,0.115664,0.000842,0.011364,0.000842,0,0,0,0,0.189189,0.066667,0.017699,0.018692,0,false
0.080139,0.022727,0,0.022727,0.063291,0.042495,0.055,0.162605,0.199523,0.00905,0.041667,0.00905,0.068702,0,0.017241,0,0.297297,0.141667,0.063422,0.063084,0.022727,false
0.010453,0,0,0,0.002712,0.0006,0.5,0.018605,0.024604,0.000015,0,0.000014,0,0,0,0,0.054054,0.008333,0.00295,0.002336,0,false
0.013937,0,0,0,0.001808,0.000253,1,0.009302,0.020719,0.000003,0,0.000003,0.007634,0,0,0,0.027027,0.008333,0.001475,0.002336,0,false
0.073171,0.045455,0,0.022727,0.066004,0.04111,0.03,0.301395,0.104061,0.016237,0.041667,0.016236,0.061069,0.022727,0.017241,0,0.324324,0.083333,0.067847,0.063084,0.045455,true
0.763066,0.25,0.28,0.25,0.409584,0.382504,0.025,0.399814,0.730136,0.200389,0.382576,0.200389,0.541985,1,0.551724,0,0.513514,0.7,0.387906,0.443925,0.25,true
0.04878,0,0,0,0.035262,0.020537,0.06,0.15814,0.099088,0.004256,0.018939,0.004256,0.045802,0,0.017241,0,0.243243,0.075,0.032448,0.03972,0,true
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0.094077,0.068182,0,0.045455,0.056962,0.037396,0.055,0.163721,0.174298,0.008023,0.037879,0.008023,0.068702,0.045455,0.103448,0,0.297297,0.125,0.057522,0.056075,0.068182,false
0.149826,0.159091,0.24,0.090909,0.100362,0.077426,0.03,0.336,0.175852,0.034091,0.075758,0.034091,0.129771,0.045455,0.051724,0.083333,0.567568,0.208333,0.100295,0.100467,0.159091,false
0.031359,0,0,0,0.015371,0.008174,0.165,0.055814,0.111779,0.000598,0.007576,0.000598,0.022901,0,0,0,0.162162,0.066667,0.013274,0.018692,0,false
0,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.010453,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0.007634,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.010453,0,0,0,0.008137,0.003603,0.145,0.065116,0.042215,0.000307,0.003788,0.000308,0.007634,0,0,0,0.189189,0.016667,0.010324,0.004673,0,false
0.045296,0.022727,0,0.022727,0.037975,0.02253,0.045,0.204651,0.083964,0.006042,0.022727,0.006042,0.038168,0,0.017241,0,0.297297,0.066667,0.038348,0.037383,0.022727,false
0.526132,0.477273,0.2,0.340909,0.418626,0.382333,0.015,0.553488,0.527194,0.277279,0.382576,0.27728,0.496183,0.090909,0.275862,0,0.594595,0.591667,0.399705,0.448598,0.465909,true
0.010453,0,0,0,0.006329,0.002481,0.2,0.046512,0.040713,0.000151,0.003788,0.000151,0.007634,0,0,0,0.135135,0.016667,0.007375,0.004673,0,false
0.101045,0,0,0,0.084991,0.059879,0.09,0.104186,0.438568,0.008175,0.060606,0.008175,0.087786,0.022727,0.034483,0.083333,0.216216,0.208333,0.087021,0.081776,0,false
0.452962,0.181818,0.24,0.136364,0.248644,0.209141,0.02,0.504558,0.316378,0.138264,0.208333,0.138264,0.335878,0.181818,0.482759,0.166667,0.594595,0.358333,0.249263,0.247664,0.181818,false
0.038328,0,0,0,0.018987,0.01036,0.125,0.073302,0.107946,0.000995,0.011364,0.000995,0.019084,0.068182,0.034483,0,0.189189,0.066667,0.017699,0.021028,0,false
0.170732,0.159091,0.08,0.068182,0.216998,0.186995,0.015,0.64707,0.220553,0.158565,0.185606,0.158565,0.152672,0,0.137931,0,0.837838,0.341667,0.218289,0.214953,0.159091,true
0.108014,0.113636,0,0.068182,0.052441,0.031655,0.045,0.197953,0.122086,0.008209,0.030303,0.008209,0.080153,0.181818,0.017241,0,0.243243,0.091667,0.047198,0.060748,0.113636,false
0.020906,0.022727,0,0.022727,0.011754,0.005679,0.145,0.065116,0.06656,0.000485,0.003788,0.000484,0.019084,0,0,0,0.189189,0.033333,0.013274,0.009346,0.022727,false
0,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.205575,0.204545,0,0.204545,0.12387,0.090127,0.035,0.260465,0.264063,0.030762,0.090909,0.030763,0.206107,0.022727,0.051724,0,0.378378,0.191667,0.134218,0.107477,0.204545,false
0.188153,0.090909,0,0.045455,0.128391,0.096695,0.035,0.265116,0.278307,0.033594,0.098485,0.033594,0.164122,0.068182,0.103448,0,0.378378,0.233333,0.125369,0.133178,0.090909,true
0.020906,0,0,0,0.012658,0.006338,0.165,0.055814,0.086657,0.000464,0.007576,0.000463,0.01145,0,0,0,0.162162,0.05,0.011799,0.014019,0,false
0.000348,0.009091,0.016,0.009091,0.001175,0.000164,0.65,0.024186,0.006734,0.000004,0.492424,0.000072,0.007634,0.045455,0.034483,0.166667,0.032432,0.01,0.00177,0.002804,0.004545,false
0.010453,0,0,0,0.006329,0.002481,0.2,0.046512,0.040713,0.000151,0.003788,0.000151,0.007634,0,0,0,0.135135,0.016667,0.007375,0.004673,0,false
0,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.017422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0.010453,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0.007634,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.027875,0.022727,0,0,0.012658,0.006116,0.17,0.054326,0.086035,0.000435,0.007576,0.000435,0.022901,0,0.017241,0,0.135135,0.05,0.010324,0.016355,0.022727,false
0.020906,0.022727,0,0.022727,0.011754,0.005679,0.145,0.065116,0.06656,0.000485,0.003788,0.000484,0.019084,0,0,0,0.189189,0.033333,0.013274,0.009346,0.022727,false
0.006969,0,0,0,0.003617,0.00101,0.5,0.018605,0.041438,0.000025,0,0.000024,0.007634,0,0,0,0.054054,0.016667,0.00295,0.004673,0,false
0,0,0,0,0.000904,0,0,0,0,0,0,0,0,0,0,0,0.027027,0,0.001475,0,0,false
0.013937,0,0,0,0.008137,0.003603,0.165,0.055814,0.049259,0.000264,0.003788,0.000263,0.007634,0,0,0,0.162162,0.025,0.00885,0.007009,0,false
0.013937,0,0,0,0.002712,0.0006,1,0.009302,0.049259,0.000007,0,0.000007,0.01145,0,0,0,0.027027,0.016667,0.001475,0.004673,0,false
0.066202,0.045455,0,0.045455,0.029837,0.018584,0.055,0.162791,0.087123,0.003964,0.018939,0.003965,0.049618,0.022727,0.034483,0.166667,0.378378,0.066667,0.033923,0.023364,0.045455,false
0,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.013937,0,0,0,0.006329,0.002481,0.25,0.037209,0.050917,0.000121,0.003788,0.000121,0.01145,0,0,0,0.108108,0.025,0.0059,0.007009,0,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.010453,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.013937,0.022727,0,0,0.015371,0.008587,0.11,0.083721,0.078266,0.000942,0.007576,0.000942,0.01145,0,0,0,0.243243,0.058333,0.014749,0.016355,0.022727,false
0.090592,0.022727,0,0.022727,0.031646,0.019413,0.035,0.27907,0.053092,0.0071,0.018939,0.0071,0.045802,0.272727,0,0,0.378378,0.058333,0.029499,0.035047,0.022727,false
0.010453,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.006969,0.045455,0,0.022727,0.014467,0.007244,0.085,0.111628,0.049518,0.00106,0.007576,0.00106,0.003817,0,0,0,0.243243,0.025,0.017699,0.009346,0.045455,false
0.02439,0,0,0,0.008137,0.003191,0.335,0.027907,0.087227,0.000117,0.003788,0.000117,0.01145,0,0,0,0.081081,0.033333,0.007375,0.009346,0,false
0.013937,0,0,0,0.005425,0.001959,0.25,0.037209,0.040143,0.000096,0.003788,0.000095,0.007634,0,0.017241,0,0.108108,0.016667,0.0059,0.004673,0,false
0.010453,0,0,0,0.004521,0.001466,0.25,0.037209,0.030042,0.000071,0,0.000071,0.007634,0,0,0,0.108108,0.008333,0.0059,0.002336,0,false
0.010453,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0.007634,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.066202,0.022727,0,0.022727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727,false
0,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.076655,0.159091,0.28,0.159091,0.098553,0.068823,0.035,0.273674,0.191909,0.024683,0.068182,0.024683,0.072519,0,0.017241,0,0.351351,0.158333,0.097345,0.100467,0.159091,true
0.317073,0.159091,0.08,0.159091,0.183544,0.141597,0.035,0.285581,0.378276,0.053001,0.140152,0.053001,0.28626,0.090909,0.068966,0,0.324324,0.283333,0.171091,0.203271,0.159091,true
0.1777,0.204545,0.2,0.204545,0.157324,0.120672,0.03,0.328558,0.280327,0.051942,0.121212,0.051942,0.175573,0.022727,0.051724,0,0.432432,0.241667,0.162242,0.149533,0.204545,false
0.045296,0,0,0,0.023508,0.013133,0.085,0.107721,0.093132,0.001853,0.011364,0.001853,0.034351,0.022727,0.034483,0,0.243243,0.058333,0.025074,0.021028,0,false
0.425087,0.318182,0.32,0.25,0.316456,0.280212,0.015,0.606698,0.352377,0.222836,0.280303,0.222836,0.412214,0.045455,0.189655,0,0.702703,0.458333,0.312684,0.32243,0.318182,false
0.052265,0.022727,0,0.022727,0.023508,0.012828,0.055,0.167442,0.058479,0.002815,0.011364,0.002815,0.034351,0,0.017241,0,0.27027,0.041667,0.025074,0.021028,0.022727,false
0,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0.017422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0.285714,0.136364,0,0.113636,0.202532,0.165705,0.03,0.307907,0.410805,0.066843,0.166667,0.066843,0.232824,0.113636,0.206897,0.25,0.378378,0.366667,0.176991,0.242991,0.136364,false
0.013937,0.022727,0,0,0.015371,0.008587,0.11,0.083721,0.078266,0.000942,0.007576,0.000942,0.01145,0,0,0,0.243243,0.058333,0.014749,0.016355,0.022727,false
0.034843,0,0,0,0.019892,0.009611,0.15,0.061953,0.118253,0.000781,0.011364,0.000781,0.022901,0.022727,0.034483,0,0.135135,0.05,0.020649,0.018692,0,false
0.076655,0.045455,0,0.022727,0.063291,0.039987,0.035,0.263814,0.115664,0.013826,0.041667,0.013826,0.068702,0.022727,0.017241,0,0.324324,0.091667,0.064897,0.060748,0.045455,true
0.04878,0.022727,0,0.022727,0.034358,0.019195,0.055,0.170605,0.08588,0.00429,0.018939,0.00429,0.045802,0,0.017241,0,0.27027,0.05,0.039823,0.025701,0.022727,false
0.052265,0,0,0,0.036166,0.022186,0.085,0.111628,0.151663,0.003246,0.022727,0.003245,0.034351,0.022727,0.034483,0,0.243243,0.1,0.035398,0.037383,0,false
0.003484,0,0,0,0.018083,0.009868,0.145,0.065116,0.115664,0.000842,0.011364,0.000842,0,0,0,0,0.189189,0.066667,0.017699,0.018692,0,false
0.452962,0.431818,0.24,0.25,0.307414,0.272206,0.02,0.426977,0.486481,0.152312,0.272727,0.152312,0.347328,0.454545,0.206897,0.5,0.540541,0.508333,0.294985,0.327103,0.431818,false
0.059233,0,0,0,0.062387,0.041432,0.085,0.109581,0.288304,0.005954,0.041667,0.005954,0.049618,0,0,0,0.216216,0.158333,0.060472,0.065421,0,false
0.052265,0.022727,0,0.022727,0.028933,0.015788,0.065,0.139535,0.086346,0.002887,0.015152,0.002887,0.053435,0,0,0,0.243243,0.05,0.032448,0.023364,0.022727,false
0.010453,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0.007634,0,0,0,0.081081,0.016667,0.004425,0.004673,0,true
0.045296,0.022727,0,0.022727,0.025316,0.013814,0.095,0.095628,0.110173,0.001732,0.015152,0.001732,0.041985,0,0.017241,0,0.216216,0.058333,0.028024,0.021028,0.022727,false
0.045296,0,0,0,0.026221,0.014969,0.09,0.104744,0.109137,0.002053,0.015152,0.002053,0.026718,0.045455,0.034483,0,0.243243,0.066667,0.028024,0.023364,0,true
0.041812,0,0,0,0.018083,0.009868,0.165,0.055814,0.134932,0.000722,0.011364,0.000722,0.034351,0,0,0,0.162162,0.075,0.016224,0.021028,0,false
0.017422,0,0,0,0.012658,0.006116,0.2,0.046512,0.100332,0.000373,0.007576,0.000373,0.015267,0,0,0,0.135135,0.05,0.011799,0.014019,0,true
0.045296,0,0,0,0.013562,0.00701,0.145,0.065116,0.082151,0.000598,0.007576,0.000598,0.034351,0,0.017241,0,0.189189,0.05,0.013274,0.014019,0,false
0.139373,0.159091,0.16,0.159091,0.100362,0.06878,0.03,0.316279,0.165959,0.028507,0.068182,0.028507,0.129771,0.022727,0.068966,0,0.405405,0.125,0.113569,0.079439,0.159091,false
0.041812,0,0,0,0.026221,0.015271,0.155,0.060465,0.192738,0.00121,0.015152,0.00121,0.022901,0,0.034483,0,0.162162,0.1,0.023599,0.030374,0,false
0.205575,0.113636,0,0.090909,0.141049,0.103384,0.03,0.304558,0.258883,0.041286,0.102273,0.041286,0.19084,0.090909,0.068966,0,0.351351,0.208333,0.137168,0.147196,0.113636,false
0,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.04878,0.045455,0,0.045455,0.037975,0.02253,0.065,0.144744,0.118823,0.004272,0.022727,0.004272,0.041985,0,0.034483,0,0.27027,0.075,0.041298,0.03271,0.045455,false
0.006969,0,0,0,0.000904,0,0,0,0,0,0,0,0.003817,0,0,0,0,0.008333,0,0.002336,0,false
0.188153,0.090909,0,0.090909,0.12387,0.08317,0.02,0.44,0.144204,0.047963,0.083333,0.047963,0.19084,0.045455,0.017241,0,0.405405,0.108333,0.141593,0.095794,0.090909,false
0.163763,0.136364,0,0.136364,0.140145,0.101194,0.03,0.331535,0.232933,0.04396,0.102273,0.04396,0.160305,0.045455,0.017241,0,0.378378,0.183333,0.146018,0.130841,0.136364,true
0.080139,0.045455,0,0.045455,0.045208,0.029321,0.07,0.131535,0.170103,0.005055,0.030303,0.005055,0.080153,0,0,0,0.297297,0.116667,0.047198,0.042056,0.045455,false
0,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.12892,0.090909,0,0.090909,0.055154,0.038858,0.035,0.27907,0.106236,0.01421,0.037879,0.01421,0.072519,0,0.293103,0,0.486486,0.125,0.053097,0.058411,0.068182,true
0.038328,0,0,0,0.017179,0.009135,0.105,0.086884,0.080286,0.001039,0.007576,0.001039,0.022901,0.045455,0.034483,0,0.216216,0.05,0.017699,0.016355,0,false
0.055749,0.068182,0.08,0.045455,0.028933,0.015788,0.06,0.153488,0.078473,0.003176,0.015152,0.003175,0.057252,0,0,0,0.243243,0.05,0.030973,0.025701,0.068182,true
0.076655,0.022727,0,0.022727,0.052441,0.033582,0.07,0.128372,0.199627,0.005649,0.034091,0.005649,0.061069,0.022727,0.051724,0,0.243243,0.125,0.051622,0.053738,0.022727,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.006969,0,0,0,0.000904,0,0,0,0,0,0,0,0.003817,0,0,0,0.027027,0,0.001475,0,0,false
0.010453,0,0,0,0.008137,0.00341,0.25,0.037209,0.069926,0.000166,0.003788,0.000166,0.007634,0,0,0,0.108108,0.033333,0.007375,0.009346,0,false
0.003484,0,0,0,0.002712,0.0006,0.5,0.018605,0.024604,0.000015,0,0.000014,0,0,0,0,0.054054,0.008333,0.00295,0.002336,0,false
0.010453,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0.010453,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.013937,0,0,0,0.007233,0.003031,0.165,0.055814,0.041438,0.000222,0.003788,0.000222,0.01145,0,0,0,0.162162,0.016667,0.00885,0.004673,0,true
0.087108,0.022727,0,0.022727,0.056962,0.037396,0.055,0.163721,0.174298,0.008023,0.037879,0.008023,0.072519,0.022727,0.034483,0,0.297297,0.125,0.057522,0.056075,0.022727,false
0.017422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0.027875,0,0,0,0.011754,0.005885,0.145,0.065116,0.068994,0.000502,0.007576,0.000502,0.019084,0,0,0,0.189189,0.041667,0.011799,0.011682,0,true
